name,latitude_deg,longitude_deg
Holly Grove Municipal Airport,34.58240128,-91.16519928
Parlin Field,43.38809967,-72.18930054
Pittsfield Municipal Airport,44.768501,-69.374397
Cavalier Municipal Airport,48.78379822,-97.63189697
Camp Blanding Army Air Field/NG Airfield,29.952499,-81.979698
Oakes Municipal Airport,46.17300034,-98.07990265
Cluck Ranch Airport,36.17720032,-101.6940002
Dell City Municipal Airport,31.947599,-105.192001
Mc Lean Gray County Airport,35.24700165,-100.5439987
Iraan Municipal Airport,30.90570068,-101.8919983
Shamrock Municipal Airport,35.233913,-100.185442
T Bar Airport,33.17699814,-101.8199997
Lamesa Municipal Airport,32.756302,-101.919997
Commerce Municipal Airport,33.2929,-95.8964
Concord Airpark,41.66699982,-81.19719696
Jefferson County Airpark,40.3594017,-80.70010376
Garrett County Airport,39.580819,-79.33573
Somerset County Airport,40.03910065,-79.01460266
Grays Creek Airport,34.8937,-78.843498
Shelby County Airport,39.41040039,-88.84539795
Jerry Sumners Sr Aurora Municipal Airport,36.96229935,-93.69529724
Rolette Airport,48.665298,-99.853203
Madisonville Regional Airport,37.355,-87.399597
Rough River State Park Airport,37.610022,-86.507262
Airglades Airport,26.735195,-81.051078
Liberty County Airport,31.7845993,-81.6411972
Louisville Municipal Airport,32.98649979,-82.38569641
Millen Airport,32.89360046,-81.9654007
Stanton County Municipal Airport,37.583039,-101.733002
Scott Field,34.89260101,-99.52819824
Neodesha Municipal Airport,37.4353981,-95.64610291
Haskell Airport,35.832901,-95.66739655
Pineville Municipal Airport,31.341931,-92.4436
Princeton Caldwell County Airport,37.11510086,-87.85710144
Lawrenceburg Lawrence County Airport,35.23429871,-87.25789642
G V Montgomery Airport,32.354867,-89.48824
Charles W. Baker Airport,35.27899933,-89.9315033
Mount Vernon Municipal Airport,37.06840134,-93.88490295
Gansner Field,39.943902,-120.945
Angwin Airport-Parrett Field,38.578499,-122.434998
Chowchilla Airport,37.11240005,-120.2470016
Independence Airport,36.815383,-118.204463
Hinton Municipal Airport,35.50590134,-98.3423996
Waynesboro Municipal Airport,31.64599991,-88.63480377
Le Maire Memorial Airport,29.89909935,-91.66600037
Hendricks County Gordon Graham Field,39.74810028,-86.47380066
Peter Prince Field,30.63759995,-86.99369812
St Elmo Airport,30.50189972,-88.27510071
Bunkie Municipal Airport,30.95669937,-92.23410034
Franklinton Airport,30.81940079,-90.11250305
Kenedy Regional Airport,28.825001,-97.865601
River Ranch Resort Airport,27.78219986,-81.20529938
Warden Airport,46.9654007,-119.0660019
Chiloquin State Airport,42.57944049,-121.8790627
Wilbur Airport,47.75419998,-118.7429962
Willapa Harbor Airport,46.69760132,-123.822998
Muleshoe Municipal Airport,34.18510056,-102.6409988
Wray Municipal Airport,40.10029984,-102.2409973
Yuma Municipal Airport,40.10419846,-102.7129974
Maryland Airport,38.596572,-77.072639
St. Mary's County Regional Airport,38.315399,-76.550102
Rockwell City Municipal Airport,42.38750076,-94.61799622
Heber Airpark,43.1833992,-73.6332016
Ingalls Municipal Airport,37.9070015,-100.5309982
Sharon Airport,42.77840042,-74.57759857
Eagles Nest Airport,39.66540146,-74.30789948
Danville Municipal Airport,35.0870018,-93.42749786
Stevensville Airport,46.52510071,-114.0530014
Geneva Municipal Airport,31.052579,-85.868715
Kinsley Municipal Airport,37.9090004,-99.40309906
Water Valley Municipal Airport,34.16680145,-89.686203
Delaware Airpark,39.21874,-75.600424
Groveton Trinity County Airport,31.0848999,-95.16410065
Pru Field,47.12319946,-118.3899994
Dutch John Airport,40.91770172,-109.3909988
Walden Jackson County Airport,40.75040054,-106.2710037
Gardner Municipal Airport,38.80690002,-94.95619965
Campbell Municipal Airport,36.485901,-90.015772
Hallettsville Municipal Airport,29.38999939,-96.95610046
"Union County, Troy Shelton Field",34.68700027,-81.6411972
Padgham Field,42.53099823,-85.82510376
Wasco State Airport,45.58940125,-120.6740036
Kearny County Airport,37.969501,-101.254997
Happy Camp Airport,41.79069901,-123.3889999
Heber Valley Airport,40.4818,-111.429001
Munday Municipal Airport,33.468029,-99.586121
Falconhead Airport,33.927032,-97.29612
Calico Rock Izard County Airport,36.16450119,-92.14450073
Arapahoe Municipal Airport,40.341576,-99.907839
Salem Airpark Inc Airport,40.94810104,-80.86209869
Hemingway Stuckey Airport,33.72859955,-79.51599884
Deer Lodge City County Airport,46.38819885,-112.7659988
Wayne Wonderland Airport,38.36249924,-111.5960007
Princeton Airport,40.39920044,-74.6588974
New Tazewell Municipal Airport,36.408919,-83.557076
Greensboro Executive Airport,35.942001,-79.685527
Eutaw Municipal Airport,32.819523,-87.864761
Dry Bay Airport,59.164434,-138.489398
Augusta Municipal Airport,37.67160034,-97.07790375
Southbridge Municipal Airport,42.10089874,-72.03839874
Greenville Municipal Airport,45.46300125,-69.5515976
Seacoast Airfield,43.14316,-70.773566
Twitchell Airport,44.18889999,-70.23290253
Jack Barstow Airport,43.663054,-84.258606
Calverton Executive Airpark,40.9151,-72.791901
Lake in the Hills Airport,42.20679855,-88.32299805
James Clements Municipal Airport,43.5469017,-83.89550018
Cable Union Airport,46.19419861,-91.24639893
Downtown Airport,37.222705,-93.248348
Miami Roberts County Airport,35.71390152,-100.6029968
Cisco Municipal Airport,32.415038,-98.996944
C E 'Rusty' Williams Airport,32.07350159,-93.76550293
Vivian Airport,32.86130142,-94.0102005
Dan E Richards Municipal Airport,34.027599,-100.281998
Jones Memorial Airport,35.80690002,-96.42189789
Mineola Wisener Field,32.67670059,-95.51080322
Faulkton Municipal Airport,45.0318985,-99.11569977
Erie County Airport,42.044242,-79.85389
Grygla Municipal Mel Wilkens Field,48.29669952,-95.62719727
Wadsworth Municipal Airport,41.00310135,-81.75650024
Ashland County Airport,40.90299988,-82.25559998
Dawson Army Air Field,39.443698,-79.675231
Tri City Airport,40.90599823,-81
Grand Haven Memorial Airpark,43.0340004,-86.19819641
East Kansas City Airport,39.015149,-94.215252
Hillsboro Municipal Airport,47.3594017,-97.06040192
Hobart Sky Ranch Airport,41.55419922,-87.26249695
Mason County Airport,38.91460037,-82.09860229
Sky King Airport,39.547223,-87.378623
Richwood Municipal Airport,38.25839996,-80.65070343
Dayton-Phillipsburg Airport,39.913305,-84.400398
Hampton County Airport,32.8665,-81.081001
Ridgeland-Claude Dean Airport,32.492699,-80.992302
Greene County Regional Airport,33.598008,-83.138158
Freeman Field,39.044452,-96.844566
Syracuse Hamilton County Municipal Airport,37.99169922,-101.7460022
St Louis Metro-East Airport/Shafer Field,38.732899,-89.806602
Mark Hoard Memorial Airport,38.457001,-101.352997
Comanche County Airport,37.22809982,-99.3309021
Sky Ranch Airport,35.79529953,-115.6269989
Litchfield Municipal Airport,39.162498,-89.674599
Double Springs/Winston County Airport,34.144501,-87.327797
Lafayette Municipal Airport,36.51839828,-86.0582962
North Pickens Airport,33.38679886,-88.00659943
Warren Municipal Airport,33.5603981,-92.08540344
Mount Hawley Auxiliary Airport,40.79529953,-89.61340332
Old Bridge Airport,40.32989883,-74.34680176
Gustine Airport,37.26269913,-120.9629974
Purcell Municipal - Steven E. Shephard field,34.984501,-97.382797
Sayre Municipal Airport,35.16759872,-99.65789795
Grand Lake Regional Airport,36.57759857,-94.86190033
Mott Municipal Airport,46.35969925,-102.322998
Le Gros Memorial Airport,30.161603,-92.481744
Hart Airport,31.54490089,-93.4865036
Jennings Airport,30.24270058,-92.67340088
Lakeway Airpark,30.3575,-97.994499
Roscommon Conservation Airport,44.47499847,-84.5667038
Illinois Valley Airport,42.10369873,-123.6819992
Grants Pass Airport,42.510101,-123.388
Condon State Pauling Field,45.2466011,-120.1660004
St Charles Airport,38.848701,-90.500098
Boyceville Municipal Airport,45.04399872,-92.020401
Fayette Regional Air Center Airport,29.908001,-96.949997
Jerry Tyler Memorial Airport,41.83589935,-86.22519684
Bowman Field,46.15309906,-112.8679962
St Labre Mission Airport,45.59999847,-106.2669983
Benchmark Airport,47.480951,-112.870907
Big Sandy Airport,48.163204,-110.115709
Custer State Park Airport,43.72499847,-103.3499985
Fort Collins Downtown Airport,40.588299,-105.042
Belle Creek Airport,45.125,-105.0920029
Grand Coulee Dam Airport,47.92200089,-119.0830002
Eureka Municipal Airport,45.800523,-99.643968
George L Scott Municipal Airport,42.98509979,-91.79060364
Winterset Madison County Airport,41.3628006,-94.02110291
Anvik Seaplane Base,62.65620041,-160.2050018
Valle Airport,35.65060043,-112.1480026
Perry-Foley Airport,30.0693,-83.580597
Manila Airport,40.98609924,-109.6780014
Reeves Airport,32.514702,-85.875999
Floydada Municipal Airport,34.00230026,-101.3300018
Braceville Airport,41.212023,-80.970183
Manti-Ephraim Airport,39.32910156,-111.6149979
Melbourne Municipal John E Miller Field,36.07099915,-91.83010101
Parr Airport,40.00699997,-82.01239777
Keystone Heights Airport,29.8447,-82.047501
Thayer Memorial Airport,36.522301,-91.571999
Poplar Airport,48.11600113,-105.1819992
Morgan County Airport,41.1487999,-111.7669983
Jones Airport,40.05799866,-101.5469971
Unionville Municipal Airport,40.54019928,-93.02549744
Montgomery County Airport,35.384097,-79.790546
Deblois Flight Strip,44.72639847,-67.99069977
Odessa Municipal Airport,47.34759903,-118.677002
Mount Pleasant Airport,39.526651,-111.475978
Beloit Airport,42.49779892,-88.96759796
Sky Acres Airport,41.70740128,-73.73799896
Salina Gunnison Airport,39.02909851,-111.8379974
Brighton Airport,42.56980133,-83.77850342
Minneapolis City County Airport,39.09469986,-97.72059631
Hawthorne Field,30.3362999,-94.25749969
Carrington Municipal Airport,47.4510994,-99.15110016
Alpine Airport,43.18460083,-111.0419998
Cherokee County Regional Airport,34.3106,-84.423897
Moundridge Municipal Airport,38.20909882,-97.50270081
Central Jersey Regional Airport,40.5243988,-74.5983963
Curtis Municipal Airport,40.63750076,-100.4710007
Cochran Airport,32.3993988,-83.27590179
Clare Municipal Airport,43.83449936,-84.74019623
Braxton County Airport,38.68700027,-80.65180206
Ness City Municipal Airport,38.47109985,-99.90809631
Harlem Airport,48.56610107,-108.7730026
Gilmer County Airport,34.62789917,-84.52490234
Sturgis Municipal Airport,44.41799927,-103.375
Real County Airport,29.74550056,-99.7609024
Chemehuevi Valley Airport,34.528805,-114.431999
Berry Hill Airport,33.535567,-84.179081
Polk County Airport- Cornelius Moore Field,34.01869965,-85.14649963
Searcy County Airport,35.89699936,-92.65899658
Scottsboro Municipal Word Field,34.68870163,-86.00589752
Atlanta Speedway Airport,33.389876,-84.331011
Isbell Field,34.47370148,-85.7213974
Ticonderoga Municipal Airport,43.87730026,-73.4131012
Schroon Lake Airport,43.857886,-73.740577
Robertson Field,41.69039917,-72.8647995
Albia Municipal Airport,40.996128,-92.765594
Abrams Municipal Airport,42.775202,-84.736378
Ellendale Municipal Airport,46.01250076,-98.51290131
Panola County Sharpe Field,32.176102,-94.298798
Kizer Field,33.80390167,-93.36219788
Stephens Ouachita County Airport,33.443403,-93.054242
La Moure Rott Municipal Airport,46.34659958,-98.28369904
Youngstown Elser Metro Airport,40.9618,-80.677299
Monroe County Airport,39.778999,-81.102798
Hornell Municipal Airport,42.382139,-77.68211
Columbia Airport,41.31880188,-81.96019745
Mingo County Airport,37.687599,-82.261002
Knox County Airport,40.32870102,-82.52380371
Putnam County Airport,39.632596,-86.813793
Morrow County Airport,40.524502,-82.850098
Brantley County Airport,31.20739937,-81.90579987
Berrien County Airport,31.212601,-83.226303
Quitman Brooks County Airport,30.805799,-83.586502
St Marys Airport,30.75300026,-81.55879974
Treutlen County Airport,32.387699,-82.563698
Lexington Municipal Airport,39.209801,-93.928001
Bloomfield Municipal Airport,40.73210144,-92.42829895
Carroll County Airport,36.38130188,-93.62460327
Booneville Municipal Airport,35.149534,-93.863545
Carlisle Municipal Airport,34.80820084,-91.71209717
Russellville Logan County Airport,36.79959,-86.810875
Corning Municipal Airport,36.404202,-90.647903
Greenwood Lake Airport,41.12820053,-74.34670258
McCurtain County Regional Airport,33.909401,-94.859398
Cherokee Municipal Airport,36.787998,-98.358498
Flandreau Municipal Airport,44.003897,-96.593102
I H Bass Jr Memorial Airport,31.01549911,-89.48259735
Jackson Municipal Airport,31.4720993,-87.8946991
H L Sonny Callahan Airport,30.460501,-87.876999
Madeline Island Airport,46.7887001,-90.75869751
Eunice Airport,30.46629906,-92.42379761
Dauphin Island Airport,30.2605,-88.127502
Gold Beach Municipal Airport,42.41339874,-124.4240036
Ken Jernstedt Airfield,45.67259979,-121.5360031
Joseph State Airport,45.35960007,-117.2539978
Portland Mulino Airport,45.21630096,-122.5899963
Reno-Stead Airport,39.6674,-119.875999
Kenneth Copeland Airport,32.97729874,-97.48840332
Circle Town County Airport,47.41859818,-105.5619965
Dell Flight Strip,44.735699,-112.720001
Rangely Airport,40.09400177,-108.7630005
Spanish Peaks Airfield,37.696602,-104.783997
Northwood Municipal Airpiort - Vince Field,47.724876,-97.590115
Antelope County Airport,42.11220169,-98.03869629
Wessington Springs Airport,44.06100082,-98.53089905
Lakes of the North Airport,44.91249847,-84.87640381
Cook Airfield,37.565399,-97.174587
Iron County Airport,46.00910187,-88.27390289
Bourland Field,32.58179855,-97.59079742
Kentland Municipal Airport,40.758733,-87.429457
Lockhart Municipal Airport,29.85029984,-97.67240143
Hawkinsville Pulaski County Airport,32.283676,-83.438164
Edgeley Municipal Airport,46.34859848,-98.73560333
Lake City Municipal Airport - CJ Evans Field,33.8536,-79.768097
Madisonville Municipal Airport,30.91279984,-95.95200348
Madison Municipal Airport,33.61209869,-83.46040344
Northwest Regional Airport,33.051575,-97.232051
Lee County Butters Field,34.244499,-80.236
Dr. C P Savage Sr. Airport,32.301998,-84.0075
Robert Lee Airport,31.8817997,-100.5400009
Defuniak Springs Airport,30.73130035,-86.1516037
RWJ Airpark,29.7617,-94.846497
Thompson Pass Airport,61.177299,-145.688006
Fernandina Beach Municipal Airport,30.611799,-81.461197
Oxford Municipal Airport,37.268732,-97.093375
Star City Municipal Airport,33.925545,-91.861095
Rushford Municipal Airport - Robert W Bunke Field,43.8158,-91.830101
Wyandot County Airport,40.88339996,-83.3144989
Fisher County Airport,32.825699,-100.415001
East Troy Municipal Airport,42.79719925,-88.37259674
Troy Airport,48.48020172,-115.9039993
Cecil County Airport,39.57419968,-75.86979675
Norwalk Huron County Airport,41.24480057,-82.55120087
Okolona Municipal-Richard Stovall Field,34.01580048,-88.72619629
Winona–Montgomery County Airport,33.4654007,-89.72920227
Roosevelt Memorial Airport,32.937904,-84.696467
Saratoga County Airport,43.05130005,-73.86119843
Napoleon Municipal Airport,46.4944,-99.760101
Boerne Stage Field,29.7239,-98.694603
Nary National Shefland Field,47.373603,-94.798781
Washburn Municipal Airport,47.3511667,-101.0258889
Arcadia Bienville Parish Airport,32.532016,-92.952675
Post Garza County Municipal Airport,33.201853,-101.337118
Homer Municipal Airport,32.78850174,-93.00370026
Cherry Springs Airport,41.6647,-77.818298
Bluffton Airport,40.885399,-83.868599
Harvey Municipal Airport,47.791199,-99.931702
Sheridan Airport,40.17789841,-86.21730042
Twin City Airport,34.088402,-78.864899
Zelmer Memorial Airpark Inc Airport,39.41999817,-89.99120331
Lakota Municipal Airport,48.02939987,-98.32530212
Hartselle-Morgan County Regional Airport,34.40823444,-86.93295056
Moultonborough Airport,43.767859,-71.387615
Fordyce Municipal Airport,33.845798,-92.365501
Crystal Lake Airport,36.34360123,-94.44480133
Gurdon Lowe Field,33.9239006,-93.16870117
Marion-Crittenden County James C Johnson Regional Airport,37.336265,-88.109751
Prentice Airport,45.538313,-90.275978
Casselton Robert Miller Regional Airport,46.85400009,-97.20870209
Mc Laughlin Municipal Airport,45.796799,-100.783997
Roy Wilcox Airport,31.45179939,-88.19450378
Ocean Springs Airport,30.38940048,-88.75340271
Foley Municipal Airport,30.4277,-87.700798
De Quincy Industrial Airpark,30.44120026,-93.47350311
Oakridge State Airport,43.75260162,-122.5029984
Crescent Lake State Airport,43.5326,-121.949997
Cape Blanco State Airport,42.857899,-124.517998
Valley View Airport,45.307671,-122.318133
Doña Ana County International Jetport,31.881001,-106.705002
Maverick County Memorial International Airport,28.859766,-100.516682
Dutton Airport,47.84719849,-111.697998
Fairfield Airport,47.6291008,-111.9800034
Fort Smith Landing Strip,45.319806,-107.93149
Shiprock Airstrip,36.6978,-108.700996
Wilson Creek Airport,47.418469,-119.109265
P K Airpark,35.019901,-79.191002
Triple W Airport,35.6203,-78.700302
Siler City Municipal Airport,35.7043,-79.504204
Albert J Lindberg Airport,46.03590012,-84.4197998
Elroy Municipal Airport,43.70640182,-90.25759888
Seymour Municipal Airport,33.64870071,-99.26059723
Odell Williamson Municipal Airport,33.90850067,-78.43669891
Navasota Municipal Airport,30.37190056,-96.11329651
Camden Municipal Airport,31.97970009,-87.3391037
Boulder City Municipal Airport,35.947498,-114.861
Fort Atkinson Municipal Airport,42.9632,-88.817596
Newton Municipal Airport,30.88439941,-93.7417984
Cottage Grove State Airport,43.79980087,-123.0289993
Warren Airport,41.26699829,-80.92739868
Christmas Valley Airport,43.23623,-120.665059
Council Grove Municipal Airport,38.676439,-96.572663
Limington Harmon Airport,43.76300049,-70.67250061
Adams County Legion Field,43.960131,-89.789248
Stanton Municipal Airport,32.17359924,-101.8219986
Hermann Municipal Airport,38.7052,-91.490601
Vinland Valley Aerodrome,38.83750153,-95.18219757
Prospect State Airport,42.74319839,-122.487999
Dighton Airport,38.48970032,-100.4800034
Wrens Memorial Airport,33.22278,-82.384443
Boundary County Airport,48.7258,-116.294998
Robert R Wells Jr Airport,29.6411,-96.5158
Bluff Airport,37.254986,-109.633035
Diamondhead Airport,30.363001,-89.387703
Oswego Municipal Airport,37.15980148,-95.04250336
Fort Deposit Lowndes County Airport,31.972382,-86.59215
Mesquite International Airport,36.833105,-114.055928
Rio Grande City Municipal Airport,26.42429924,-98.84609985
Garnett Municipal Airport,38.27717,-95.215287
Teague Municipal Airport,31.661301,-96.309998
Tallahassee Commercial Airport,30.5473,-84.373802
Davenport Municipal Airport,47.652058,-118.173792
Wamego Municipal Airport,39.19720078,-96.2589035
Huntington Municipal Airport,39.361198,-110.917
Butler Municipal Airport,32.569492,-84.245194
Griffin Spalding County Airport,33.227001,-84.274902
Johnson County Airport,36.4178009,-81.82510376
Skaneateles Aero Drome,42.914001,-76.440804
Brooten Municipal Airport,45.5,-95.1128006
Greenville Municipal Airport,43.14229965,-85.25379944
Barnes County Municipal Airport,46.94100189,-98.01760101
Iosco County Airport,44.312801,-83.422302
Wilder Airport,44.433033,-97.558207
Athelone Williams Memorial Airport,43.029099,-83.529702
Titusville Airport,41.60879898,-79.74130249
Wynkoop Airport,40.36510086,-82.49569702
Barnesville Bradfield Airport,40.00239944,-81.19180298
Lebanon Springfield Airport - George Hoerter Field,37.633499,-85.241798
Boone County Airport,40.00730133,-86.44059753
Darby Dan Airport,39.94200134,-83.20490265
Lexington County Airport,33.794601,-81.245903
Saint George Airport,33.195499,-80.508499
Saluda County Airport,33.9268,-81.794601
Branhams Airport,34.28210068,-79.92870331
Creighton Municipal Airport,42.47079849,-97.88369751
Fairview Municipal Airport,36.2901001,-98.47579956
Sisters Eagle Air Airport,44.30459976,-121.5390015
Lisbon Municipal Airport,46.446603,-97.727302
Logan County Airport,37.85570145,-81.91590118
Wishek Municipal Airport,46.24639893,-99.53790283
Hazen Municipal Airport - David Duch Field,34.759399,-91.6381
Horseshoe Bend Airport,36.22140121,-91.75550079
Lewis County Regional Airport,40.12919998,-91.67829895
Marianna Lee County Steve Edwards Field,34.78030014,-90.81060028
Cleveland Municipal Airport,30.3564,-95.008003
Terrell County Airport,30.04599953,-102.2129974
Big Timber Airport,45.806681,-109.979153
Bridger Municipal Airport,45.29167504,-108.9216328
Florence Municipal Airport,43.98279953,-124.1110001
Woltermann Memorial Airport,45.630501,-109.238998
Ravalli County Airport,46.251499,-114.125569
Laurel Municipal Airport,45.7030983,-108.7610016
Hysham Airport,46.28939819,-107.1959991
Edgemont Municipal Airport,43.29520035,-103.8440018
Wall Municipal Airport,43.99950027,-102.2549973
Bison Municipal Airport,45.518322,-102.467889
Bois Blanc Airport,45.7663,-84.503799
Freddie Jones Field,32.26679993,-87.7181015
Cairo Grady County Airport,30.88800049,-84.15470123
Lincoln Municipal Airport,39.05810165,-98.16699982
Pine Hill Municipal Airport,31.96680069,-87.58329773
Ozark-Blackwell Field,31.431101,-85.619202
Sunbury Airport,40.89179993,-76.77890015
Throckmorton Municipal Airport,33.1792984,-99.14980316
Lancaster Municipal Airport,42.7804985,-90.68099976
Anacortes Airport,48.499,-122.662003
Roosevelt Municipal Airport,40.278301,-110.051003
Turner County Airport,31.687129,-83.632822
Van Zandt County Regional Airport,32.68149948,-95.98410034
Marine City Airport,42.721247,-82.596406
Winters Municipal Airport,31.94720078,-99.9858017
Marlette Township Airport,43.311798,-83.090897
Hobby Field,43.93080139,-123.0070038
Abilene Municipal Airport,38.904099,-97.235901
San Augustine County Airport,31.539475,-94.170062
Rankin Airport,40.330746,-94.834757
Philippi Barbour County Regional Airport,39.166199,-80.062599
South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799
Fort Benton Airport,47.8451004,-110.6360016
Greensboro Municipal Airport,32.68149948,-87.66210175
Lanett Municipal Airport,32.81200027,-85.229599
Foster Field,42.4664,-90.169403
Roanoke Municipal Airport,33.12929916,-85.36660004
Stevenson Airport,34.88629913,-85.80329895
Avery County Morrison Field,35.94459915,-81.99569702
Northampton Airport,42.328098,-72.611397
Skylark Airpark,41.9292984,-72.57450104
Baldwin Municipal Airport,43.87549973,-85.84210205
Germack Airport,41.77780151,-80.90399933
Caddo Mills Municipal Airport,33.03620148,-96.24310303
Canton Hackney Airport,32.588401,-95.863116
Clifton Municipal Isenhower Field,31.817316,-97.569698
Ledgedale Airpark,43.18109894,-77.915802
Geauga County Airport,41.4496,-81.062897
Canton Municipal Airport,43.308899,-96.570999
Orleans Airport,38.65840149,-86.44300079
Ohio County Airport,37.458302,-86.849998
Kenmare Municipal Airport,48.66759872,-102.0479965
Martin Field,42.45597,-96.472874
Linton Municipal Airport,46.21829987,-100.2450027
Post-Air Airport,39.75,-86.01390076
McGehee Municipal Airport,33.620201,-91.3648
Mountain View Wilcox Memorial Field,35.86449814,-92.09030151
Mount Ida-Bearce Airport,34.529081,-93.529379
Osceola Municipal Airport,35.69110107,-90.01010132
Ozark Franklin County Airport,35.51070023,-93.83930206
Rector Airport,36.25009918,-90.31950378
Salem Airport,36.35695,-91.830443
Corning Painted Post Airport,42.1759,-77.112198
Ronan Airport,47.56719971,-114.1009979
Ruby Valley Field,45.533702,-112.300283
Independence State Airport,44.86700058,-123.197998
White Sulphur Springs Airport,46.5041008,-110.913002
Valier Airport,48.299375,-112.249214
Lenhardt Airpark,45.18040085,-122.7429962
Seven Springs Airport,40.009998,-79.321899
Skywest Inc Airport,31.85849953,-102.0739975
North Fork Valley Airport,38.83169937,-107.6460037
Big Foot Airfield,42.52569962,-88.65299988
Brush Municipal Airport,40.26434,-103.575867
Camp Guernsey Airport,42.25960159,-104.7279968
Red Cloud Municipal Airport,40.08470154,-98.54060364
Julesburg Municipal Airport,40.97079849,-102.3150024
City of Las Animas Bent County Airport,38.053903,-103.238698
Henry County Airport,41.374298,-84.0679
Hyde County Airport,35.56240082,-75.9552002
Bagley Municipal Airport,47.52500153,-95.3608017
Clare County Airport,44.05279922,-84.8125
Antlers Municipal Airport,34.19260025,-95.64990234
Quincy Municipal Airport,47.211601,-119.839996
Oxford County Regional Airport,44.15739822,-70.48130035
San Saba County Municipal Airport,31.23520088,-98.71700287
Marion County Airport,32.28239822,-84.50350189
Mauston New Lisbon Union Airport,43.83869934,-90.13770294
Roscoe Field,30.39829,-87.348926
Pine Bluffs Municipal Airport,41.15330124,-104.1299973
Mackinac County Airport,45.89170074,-84.73809814
Cheyenne Eagle Butte Airport,44.984402,-101.251
Smithville Crawford Municipal Airport,30.028157,-97.167028
Carnegie Municipal Airport,35.12360001,-98.57520294
Hiawatha Municipal Airport,39.87919998,-95.52529907
Yazoo County Airport,32.8832016,-90.46360016
El Dorado Springs Memorial Airport,37.8567009,-93.99909973
Blackhawk Airfield,43.10490036,-89.1855011
Eureka Airport,48.968332,-115.07947
Austin Air Ranch Airport,30.47363,-98.121497
Albertville Regional Airport/Thomas J Brumlik Field,34.22909927,-86.25579834
Guntersville Municipal Joe Starnes Field,34.3993988,-86.27020264
Livingston Municipal Airport,36.41210175,-85.31159973
Wilgrove Air Park,35.21385,-80.668284
Steven A. Bean Municipal Airport,44.991902,-70.664597
Hawthorne Feather Airpark,43.061958,-71.905343
Tanner Hiller Airport,42.35639954,-72.13009644
Mathews Memorial Airport,41.76340103,-91.1529007
New Holstein Municipal Airport,43.94419861,-88.1135025
Sisseton Municipal Airport,45.67079926,-96.99620056
Clark County Airport,44.89500046,-97.71080017
Crosbyton Municipal Airport,33.623798,-101.240997
Greater Morris County Airport,33.148107,-94.700174
Murdo Municipal Airport,43.8517,-100.711998
Willard Municipal Airport,41.0387,-82.724602
Corry Lawrence Airport,41.9076004,-79.64109802
Harrison County Airport,40.2384,-81.012901
Tomlinson Field,47.69639969,-99.1312027
Harper Municipal Airport,37.278319,-98.043243
Booneville Baldwyn Airport,34.59080124,-88.64759827
Eagle II Airport,44.806499,-84.276199
Providence Webster County Airport,37.42480087,-87.73609924
Skydive Chicago Airport,41.399799,-88.7939
Danville Airport,40.948344,-76.64408
Starr Browning Airstrip,48.60139847,-113.1149979
Polson Airport,47.69540024,-114.1849976
Live Oak County Airport,28.362801,-98.116501
San Geronimo Airpark,29.51049995,-98.79840088
Schafer USFS Airport,48.07963,-113.243294
Terry Airport,46.77709961,-105.3130035
Townsend Airport,46.33119965,-111.4830017
Astronaut Kent Rominger Airport,37.71360016,-106.3539963
Stuart Atkinson Municipal Airport,42.561742,-99.038444
Parkston Municipal Airport,43.377579,-97.989848
Springfield Municipal Airport,37.458698,-102.617996
New Market Airport,38.655683,-78.708995
Washington County Airport,37.92919922,-90.73149872
Leaders Clear Lake Airport,45.443693,-93.970343
Jewel B Callaham Municipal Airport,34.014,-94.758598
Horton Municipal Airport,39.67919922,-95.53359985
Arrowhead Airport,35.15629959,-95.62129974
Chattanooga Sky Harbor Airport,34.368698,-98.682098
Richland Airport,43.28340149,-90.2983017
Mignon Laird Municipal Airport,35.60749817,-99.70469666
David City Municipal Airport,41.23089981,-97.12290192
Whiskey Creek Airport,32.759404,-108.209624
Cassville Municipal Airport,36.69739914,-93.90049744
Gav Air Airport,29.2661,-96.007698
Beulah Airport,47.25080109,-101.814003
Stallion Army Air Field,33.814598,-106.643715
Cleveland Municipal Airport,36.28379822,-96.46330261
Tuscola Airport,39.780899,-88.306198
Walhalla Municipal Airport,48.94060135,-97.90280151
Ekalaka Airport,45.87779999,-104.5370026
Allison Municipal Airport,42.76390076,-92.80439758
Onida Municipal Airport,44.70080185,-100.1009979
Bamberg County Airport,33.30450058,-81.10839844
Crawford Airport,38.703736,-107.646983
Lumpkin County Wimpys Airport,34.582838,-84.019918
Covington Municipal Airport,33.63249969,-83.84960175
Lawrence County Airport,34.659401,-87.348801
Barwick Lafayette Airport,34.68859863,-85.29039764
Evart Municipal Airport,43.89590073,-85.27919769
Highmore Municipal Airport,44.54159927,-99.44619751
Gregory Municipal Airport - Flynn Field,43.22169876,-99.40329742
Harding County Airport,45.58060074,-103.5299988
Deck Airport,40.35179901,-76.32959747
Cando Municipal Airport,48.47999954,-99.23590088
Hastings Airport,42.66360092,-85.34629822
Dublin Municipal Airport,32.068049,-98.325774
Hoven Municipal Airport,45.257599,-99.797798
Sycamore Strip,32.62850189,-97.35359955
Prices Airport,42.807598,-83.769897
Akron Airport/Jesson Field,43.021099,-78.482498
Ebensburg Airport,40.461201,-78.7752
Ellsworth Municipal Airport,38.75040054,-98.22930145
